address,amount
0xbA683b2c23051f29516638885E2Cfd74CCBd596E,2.1966763026413845
0xAdd76513B434A14c078df9B8063371378CcF12e2,2.1966763026413845
0xd7d80eE34cC256Eba0Fdc3992eE991d654B4DbF9,2.1966763026413845
0xf8284456b1dB6D10c69f8834B4803cdbD20bb8e1,2.1966763026413845
0x7295103470Cd0616437010Ca9090D95fBcF02385,2.1966763026413845
0xEC32A0A220ae179A5E5Cc8b91F55E9906853F05B,2.1966763026413845
0xA54AcFAB61C1909cD5D76d471fd273218519907d,2.1966763026413845
0xE4996b3eF523b9B055e0ecab821cD3675ad1B4b9,2.1966763026413845
0xdf0De35650850ae42a6A17FAB7EC49d80660EEf0,2.1966763026413845
0xF50bC7f2409bc953eAB2Db3eC365F5eF9579530E,2.1966763026413845
0x51b157D5aDD7C3C21a102b1C4445BDE699230413,2.1966763026413845
0x680f8BC4fE3a561F4D5D2A7Be60FDaA87494FF65,2.1966763026413845
0x97C6a601022e43Fc3Df3703890Be9DD102Ce823a,2.1966763026413845
0xf0C0E53a9B2b9E8545575d0DAa9A5a09607ECAE3,2.1966763026413845
0xb6fA5A33705Fdf296E0c48B60Aa24917ae792A1c,2.1966763026413845
0x813F9Bf576C202416E50DBfeFcbFb479e2c04B39,2.1966763026413845
0x94dD4EDcbe1cA6350a5B0E299a8752CD4b2a07C1,2.1966763026413845
0xCC30a8f3fb4872474d8345afAB7Ed2e5fA03f93E,2.1966763026413845
0x682d6c3EC7cA9a2A33c62552B8B423AC583256b5,2.1966763026413845
0xbfF2BD3B763188D4D936794b1Cc537da302E9964,2.1966763026413845
0x1117Eb63202885039C8B034bA774C25F3462c8a1,2.1966763026413845
0x5d13bF89Ae37718b248c2939622f86a3a551A08d,2.1966763026413845
0xC43F460AD1db4648397b2D631752bB40C41A4796,2.1966763026413845
0x09Bd53052A56853CBd697136A0De71482B7e46a7,2.1966763026413845
0x29ac22Ea7aF70bB98CF909EF29E6dED1e6E006F4,2.1966763026413845
0x70429923b58164f928a09a68d37f724B22cb0F2b,2.1966763026413845
0xC30B0dCC6172654fdaf22A1Add22c0dFDB4Fa655,2.1966763026413845
0x3ac2C152fc145B689d56272C80c169d2679C0f59,2.1966763026413845
0x32288d9f23b0F465199De4E77B052b0547824380,2.1966763026413845
0x4aBB646a1daA6E8264b700189C578020008203E2,2.1966763026413845
0x24e9e602039Da39002f4Ac5270Be4B27Ad629fBC,2.1966763026413845
0x4712Dc8Ce9058cB369086974aBB323684862A4c9,2.1966763026413845
0x060bddF44973F27bf0bA4f2BC5755D5F7dEEe928,2.1966763026413845
0x67093B1b5c98BA6cfE5c79E3EfD073BF64B1928d,2.1966763026413845
0x918b725eDF527EA71a0ff032e256D38269A9e0F8,2.1966763026413845
0xDe9E61c7ddAF9dDd271353b1FC9a9E2879060862,2.1966763026413845
0x8D98872d0E68780a52C107C01d79817CcD000523,2.1966763026413845
0xeBA7d05D5695B840B941c49E9EeB96c392d18A80,2.1966763026413845
0xCA805953c0Ff0C4a2cB57D4Eee3E3E93957Eb4C2,2.1966763026413845
