address,amount
0x34C51ddb3800b3A22e37B8311402D31B630042bc,16.309179310243675
0xbf9Fda32692b25c6083cbe48399eF019B62F0712,15.79505456841463
0x4900e97E434B4794165cd9c8286d75ee6056CAbC,15.73792959710029
0x76594726c782874F786cfDE4EF3a0D2b122A3075,15.309492312242751
0x10b14BAb77018a070ee2289d455F6Ee3FE436743,15.138117398299734
0x87e4E378677B38E2AbA46B7bd9124082A50eE834,15.138117398299734
0xA0efD27acC781549D5b78e89E561AA0903932d56,15.02386745567106
0x4fbcd57417047746c70988390ad6B1A1F772d852,15.02386745567106
0x5a4AD26d166AA220517ac46a092F96648472eC3A,15.02386745567106
0x7Ea4978d7273e597467886d18e51e81ED6FCBdc4,14.966742484356718
0x2E81797019B63a61EEb47E0341747aF176563E8d,14.966742484356718
0x66094265fAe157F59444aE523250AA6D2a44e81c,14.852492541728044
0x3c03f4CA78c7ccc5622a07Ed7a56F5d44A3c4E6a,14.852492541728044
0x0522B29D93c5dCef964917952973bc037f4EA0F8,14.852492541728044
0xa43d3BcabbB95fDf9573E9f9A427e0ffa9743a96,14.852492541728044
0xf78c25F18CDA13c9f0a2DEf17483530c799461a2,14.795367570413703
0x456f6e34aC23EbF3478F3AdE23c7F633C81bD461,14.795367570413703
0x5a1C3e75838E13B3Bfa33d5c63CB3C05Bd0DfA27,14.738242599099365
0x8bb9B5d417a7fFF837c501Ff87491047E1598104,14.738242599099365
0x7dD04D4323145C2C1B52b8a266F495C5d9773511,14.738242599099365
0xA30B6212E131D6E9AA8BaE98B9F711c393cA81FA,14.709680113442195
0x0A7c79e15737D5C307aD5ba0021433CB1142c97c,14.709680113442195
0xdbcf349Ac57D54b846bc2182Dd3A6FC88776588E,14.681117627785026
0x4CbaD4734A7a52B3cf03672Cf9082bC5a00Da0cd,14.681117627785026
0x1e04ABC23cF6A9311F05DfF2fEa6c13ddB21098A,14.652555142127857
0x34ca0D8199d0af2eF1118f3306482c387efB8b1c,14.652555142127857
0xC0DC5c8Fe6eABBb9b45A1371efFE3B1945bc5dc9,14.652555142127857
0x10E11E24FCc0fD1Bc996Effb7Fb9Ef8e2e47f8df,14.623992656470687
