address,amount
0x2E7f8BCfd7931C6D4eeF754452B2095D5cd255F0,19.949880564947645
0x491e2f7F59cCCf27788A9bC114ad68B71d88903c,19.949880564947645
0x8dd824df2900A3B3245d4Ab72890209D8E0aB010,19.949880564947645
0x16265CDD56a5d6D906eb76637c63E8567a28c6C5,19.949880564947645
0xe234d12cf319d0a459cF1016d2Ab825BFE4FBFcc,19.949880564947645
0x91628188530F7B93919C81eb4D5dFE9D93ECb5bE,19.949880564947645
0xF68449DD9F09945360Da6e529d1eF46DbA0Eb86c,19.949880564947645
0x12F8eC1F071aD653f284604d3D3250e8196644De,19.949880564947645
0x3aDc4d1d36E6707E8349B86E8bDb6c5AF50Ad361,19.949880564947645
0x3e1d60ba172Ba6FAc77A51A77D1A5469905B1c6A,19.949880564947645
0x07118A06b24D688312a375384BdCA721635602B3,19.949880564947645
0x5FEE91AAcC5b15d1C4fa0E81c4D7C5b4De38c7d1,19.949880564947645
0xD5c5c2E0412c57607d97C3b768C153b6D17D26D2,19.949880564947645
0xDeb263240eaDf03BfFdC6036cE652fE4cec96d2C,19.949880564947645
0x76dE28fED51154CA336a062132772e7e9BE536De,19.949880564947645
0xb9a36A32a467Be0155793c92f177feE9ee1FC27f,19.949880564947645
0x7874494CC9C8dFE8B0E3d4303AA4479A93b417BA,19.949880564947645
0xE08F4968A51607D857787FAAa8D0e306f388BFc6,19.949880564947645
0xc6ee43721Dc3416C5DBC7f571fECEBC33633c8E4,19.949880564947645
0x7bDDcca43e447c3486f3cA6f0c4f0c2E255E3296,19.949880564947645
0xDA11c7475da3D28bc7F041851E640FF88d00E9b5,19.949880564947645
0x4Af6E24964ca65dc754cb7e18ba4EF3DC4d6623c,19.949880564947645
0x4e95eEad927bA1aF62B67Ef343F198b6E3559616,19.949880564947645
0xDFE9930E7f858aAEFABB088E541C29e78F2CFf09,19.949880564947645
0x372dFAA22A00332f49992405Bf59b7Af8a681F07,19.949880564947645
0x112127AbBb15B86389F60F1F93F02f4AEa04e0bD,19.949880564947645
0x249F8Ede06d1b2b4793629a9f262aee848152ef9,19.949880564947645
0x8bEbEeF2Edab20DFfa41753F2470F63d7A8e5dbE,19.949880564947645
0xf1E76bD9D7Cf614997E06eF328b94D08bA3C4fAD,19.949880564947645
0x130dbeF46621BA1B5180D13F861fDA03c0032952,19.949880564947645
0xc6571c2FB66825F13b7751b1c334810D397618Eb,19.949880564947645
0xfaa701a300d627942733Cc0B1e60BCF490cF25b1,19.949880564947645
0xD6a02bbcc789BEcA35b72bdf1092AF64ce019193,19.949880564947645
0x4b58D25f4ADA08387ea4BA1fc98A5ADc94f0Ede2,19.949880564947645
0xa3BB312F76378d8C150d5f33Cbb60dC5Ac45d646,19.949880564947645
0x656A41EeBec46A6f3709783c8C93c2E522d2AfEB,19.949880564947645
0x7dF263b76f67262444952c0bd44F5259e4672642,19.949880564947645
0x1A511e51811BF757Fc261c51FCe1D2126a187B16,19.949880564947645
0x4f04A4034727F9D8Fc468E48497E65fa16003C53,19.949880564947645
0x839FE791B5dCc6dE9eBA63c066DE3C27E290AE5e,19.949880564947645
0xcA0914a04C6fE71E8B03faaC034d8A090Bf64848,19.949880564947645
0x35b3E2B7E5B8d435648a25eD5CD1F7c4B6a50F35,19.949880564947645
0x11eF20CFEB033a3513d75164175A2E2D68f9C396,19.949880564947645
