wallet_address,allocation
0x181A81e54Da038370A88B95F5b6E352C27C5bDac,7159952415000000000000
0x182CA81f9A325eB19F5957D70C271a635f82b11A,1112469986000000000000
0x18363bcF247a7D78Fe56D7Fb0915d7D258E54093,1072177472000000000000
0x185cDF961d21CB90d9ae75d5018e16B2e8Fc25F2,397693944600000000000
0x18613C7C626d793eDc94f145BCa9fD6cCd9566Df,6358527511000000000000
0x189D46dfb4c5661c1bC2E487b420FD2aD50982ee,1731353743000000000000
0x189a4E84e74862aE1d6DddDF31890C758D15213d,526078041900000000000
0x18B5418c1AF447C1673C4bea93A8E582fb2B696E,6175998463000000000000
0x18CC6278D14B0cf29FC8CC96D395a0B052d7866e,2435193961000000000000
0x18D76ebbB7d3362fd70BaA51a7D2d249266548B8,597191508200000000000
0x18Ffe0eF3ab518d59E29d672FDdEF0d0131578A0,5136410866000000000000
0x18e2c4170d00cCe1e1aD8160F82cCb958f00Aa1C,1222349708000000000000
0x1927c3956108cE4887f03aac770DF22f3838795B,1188512607000000000000
0x192Ef736aFC178D743902A8CE4C42f8E7B65729e,1439619507000000000000
0x1954fCE39dd1Fa4541A00c29D9F9B8EBA32de5eD,1481183839000000000000
0x197A283825E5BDE62BF5B5c704958E7dc889942F,1249100884000000000000
0x19B477B0bE7F32617cB37A4D9e3FDB8f4D22B5c8,2672960163000000000000
0x19E6389E1D17D6eDBFfbd89c6DA0742D04B3256B,439648885000000000000
0x19c76782c38445310Bae8B438FA2693C8Ddb1C21,4128173094000000000000
0x19c957A2b53D56227B6232204beEc74B3d877f03,1169851443000000000000
0x1A0D08AccdD3f85F0b9a2ce873618d7fD07a7bf3,42167484880000000000
0x1A247288c2C33701eC69D6e61Db10f1d17f7A1A1,6411408775000000000000
0x1A2923D39F11f4b0A47BcdEC29B30eC273dA0932,4633689947000000000000
0x1A9188112028F87106079b8465f427FeED6D769F,4577323888000000000000
0x1AB9F277167711fd64f8fD018a5919003a470354,408990165800000000000
0x1AfFAB98a4B680AEaa223c0032E8e954C54160df,614038559400000000000
0x1B46f8567f3474edf61499B5022c8E647C06f43A,440353130900000000000
0x1B757C273D5C8A6d005329f7d535B44Dc1C98155,1784787523000000000000
0x1C165E0791808b84479406ef41Cb2e135b646c96,648773873800000000000
0x1C563CE15828Bdf85B61455d10b761e9f498E62f,3288487685000000000000
0x1C9005bfDc14d6D06B47e323d3Ba26Ad128A956C,177947067700000000000
0x1CcFc6C1C52758e0c02B5047CF90b298E3c8d5dd,350741498900000000000
0x1D0429CdE9ec24e438D49c6EE40b6A69D9ee8D98,4661239171000000000000
0x1D3E52C1217458697291A6839C8aA3669F60239E,2171189882000000000000
0x1D4E8A2291bF9B73FC2490959aa6A372734835c4,310028648200000000000
0x1D85ddEB7F73c33802D4e2545Ee65a579781e0b6,1805817903000000000000
0x1DB9E5b827D4503BB59Ad7a3B74ac2F499d53Be5,555881669000000000000
0x1Dabb29FacF6c90FA16deE99fE32c3154DBb57f6,3519492111000000000000
0x1De75Eaa0812a3073d710E3006f6Dd87a816F9CC,2562730430000000000000
0x1E5773301a43304D645341bce9af9D0cf6A0d1F0,2118095269000000000000
0x1ED1EF8d920D678f571A9BA7C0d2FFc97B4F53d5,3892213491000000000000
0x1F82Fd59071aa58E03800bd586E6D2f9CD5fe325,1046266641000000000000
0x1FAd5377181E3988AA194d2eE8F4eE887DF85AC2,2784378997000000000000
0x1FF583Aa11837Fd03F051cA46f55e1Ff0855a93F,1329688974000000000000
0x1a2F970397683B6DdC1fE97Af8f115264f107695,1437625403000000000000
0x1a542fB14AEec0d5FCC50f1C79fC0De078009383,2021885280000000000000
0x1bA5e418Ee39cfFC39989592A6fe1a0F4E6a0588,537819824600000000000
0x1bc64Dd86006D5117857E5cc637B6276c8CC8Ff5,5569220923000000000000
0x1c17d5FEF0e5A4e79C63163C43D3f07d7a156742,2636509670000000000000
0x1c6A81A22b97441E58c976819E9e413f28e35F18,447844409700000000000
0x1c82B91c637143CE8d906e5795Fb302349CC29B6,2104107397000000000000
0x1cF36633A638768390a0175EE06D55c91986Aa09,2048998355000000000000
0x1cc46367d9055Ce7d63f772368470E4e548b3B4b,2260215075000000000000
0x1d1DC008ef7E70acc6251858710fE2C7D4e8e431,793870306500000000000
0x1d6038A425059545996eB14E34cFb8A3b7791Ec5,417225701000000000000
0x1d63a4CcA65432680d99C263C236957EBb16E350,592248021500000000000
0x1d67f3D2042A8D2B6e16e54DD60B555C7685E68b,1555881748000000000000
0x1dEc19f2B67Ab2f447e6BC9e7F554b344573E919,2130193586000000000000
0x1dF2535cf0956AbEC21C4738534885d3849d6578,6058517170000000000000
0x1dab94dBdBbD7041a9B250543B2d8a446Db96408,409183747700000000000
0x1e8A4ec0a8546c532a929C7D53fc3E8853b963f1,786281166400000000000
0x1f78D430A5005a72ab45f4E32f619Ea02eA1aC67,1505350212000000000000
0x1f812BAcf87df81509d12fA4274F8f5bD5F96450,291925917100000000000
0x1f8231Ef50E99D361B5252A24EC2eC44285367e1,7502321705000000000000
0x1f88912c0e380fEb11c42dac4f174F3aa397a6b0,554967894900000000000
0x1f9D1677272523d366fa8F2E527AEB47030fe533,373582109500000000000
0x1fA85889e388802cefD30b3104E8CC6f9A6eccD2,592870167200000000000
0x201fF016cce3f93135500aC7b5CE3f36b6B61C53,2842890596000000000000
0x20336A028B81251219CE5342959ED79826cac3F5,1260003482000000000000
0x2039A0ef493403299155429817cD637FcA4e5753,3244581000000000000000
0x2042c5e7fb1123fe38FA1F37d341DeCB78b970e6,762091066800000000000
0x205D66B1a91e6338368D81DB1ad8CAF7dF07564C,740994361200000000000
0x20683b7398f3E5CAd97Fe6317D85e8AC2Fd7f124,390281073700000000000
0x206C6544C2165f734CFC0233c5be0dbAB88Acb2d,3062023952000000000000
0x208DC3CBDA0230823da24B289699F30D6f3A2114,1607531951000000000000
0x20Be2c810B80AA41070f004451a7501241945F98,469595216700000000000
0x20FC90284119032b2C5e5377bb7CE9C9302C3718,670699400900000000000
0x20bcE921DCe7D9C9A948dE8C5cCeB77Fc34fA201,634291230400000000000
0x20cAE38e58F3e04be77a9F2B8d403920A2092903,1093140770000000000000
0x20e62122FdEc9eBF68C0AEF2f5D3A8f16d06b2FD,1159102945000000000000
0x20f2C7b31A05f318888119784cc7D193c03EbdA8,8543128352000000000000
0x21005E2cFd76ce154B628A62f120D9B0EA3b4cD2,6918611333000000000000
0x21093947278aEC469f300A7e4515999316885783,1633372108000000000000
0x211370310a5AfA44F6648c5A377C6B895464C91E,1096537647000000000000
0x21554f1Ba9a35EF5eea42b1E4d8eb83826b9eb22,8895158164000000000000
0x218ED937cC38974818a8CFdb7aAef3C8150F71dB,1179360195000000000000
0x218f018Da5Bf14D1EEcBf20a4C3De0FDC3CF81c5,854639692900000000000
0x21E65642D7CE4C88EF6EDC5aCFA086A6d3af8060,1959618026000000000000
0x21E933CCefc74fbCec0E9E37264FF2D9f3087c36,743510067400000000000
0x2245C733dD052343b60f44130A25C9F574A696d4,1006368959000000000000
0x224771A9Ca1a2571F8D0E96f19173e51a69452E8,1449198216000000000000
0x2259bf9c71ef80Be6181BF6A762B2fd642d1A655,1109714732000000000000
0x2277eb2B315f8D37042c47cF2a876A3cD7d09884,3636307508000000000000
0x22B3985cb631113a1688e64E8bdB12333ae4b009,458316932100000000000
0x22CeD1e630374ee9D36Fd9f35cF866F292D5901f,509928720600000000000
0x2308dD5F290986C91028781A75c87844cEaad672,1256535563000000000000
0x231dc45dADD6d8e2923559741112873306885de3,593976267600000000000
0x232d631a0C11dB3311909D305d8886F7486D8D00,859986404400000000000
0x235e1ECaF69428A0d721E88A287a97a4F2033c2e,566209897400000000000
0x2371abB87A08F90F77c4Ca9c52Ad06895D0d9c64,1013055468000000000000
0x23A1da2e4306c0115E6D8E25bc9398E8EcBbA474,2858241950000000000000
0x23A6B7BE86Ea17b9F001a5e02C14be35A1Fd788e,555707010100000000000
0x23C5a4825A8E06c034Fd8fB14f089fD53eCd0F8E,578619500400000000000
0x23F62fcfB261d3f8Dc7F2C1DA34206A27e18544F,8278772289000000000000
0x23F981E6Dc851c85038de131AFd0aA6bDEc79f03,2028420480000000000000
0x23aD62021851db143fc69697AC3A1008373Cfe9c,1416164325000000000000
0x23b43a66CBc42fcc74760e292dD6051029B05f5e,674858076600000000000
0x23f1DC09dfC8Ea4eDc192B6ffD8a9b1b3E8FC656,698565749300000000000
0x2444BAaDAAbB4D642397948F9D1C17D93B2F89d5,274589430700000000000
0x246dc1Bc5050D8f5CFE4660C39a5d3a1BC880ef9,3617199361000000000000
0x24C7515e9406f353240ae1BeEbcA06Ca0B827b9C,4408016892000000000000
0x2515659c48369592D0a47d32135AA87782051ba4,6979119574000000000000
0x252432fA3A804da4f82189780df0de4ab0C66025,1635230864000000000000
0x25453eC45665631A5b533786A36A396c14c7d949,546451617000000000000
0x25705866F40355ac87e736d1fb6a2D99F5468F8A,4039029123000000000000
0x2598d871253d77102842D85B8EbE7c534F94FC15,1989277578000000000000
0x25C3722E1DB5E2D03b622F3F9258160fd974b32e,900471963700000000000
0x25CDE502eB0c78409b456D1aeDaa34a5ff007765,630015643700000000000
0x25F2650CC9E8ad863Bf5da6a7598e24271574e29,910798842900000000000
0x25b437656D7B0187bB2962914c30448Cd0657D00,4747066464000000000000
0x25b6839e6C2bD5Cf182522913E9a821394C90296,1337927909000000000000
0x261E5109cdf22f46A7d0acB1b0Df04Bd47e897A8,287596783100000000000
0x26482482c626F3e2fB93ED3C0fD52bf0112c896B,2379924811000000000000
0x2681B9813be4c7B47f9146D814C8dBC751DcB61d,1166931026000000000000
0x26C5b4e905Bdba4FA31Ab86764A376E70Dbb11eD,919856883200000000000
0x26b56CE0cf64CCE067F0CFb45303bA71F46f3078,1725801178000000000000
0x26eBD72C4420Bc2B836fb070b1cafa1Dd590B3FC,4448396551000000000000
0x27146Cd533760E0867db2647dad531FdE92d80EF,9402129972000000000000
0x2719e4c5F93224F02D7B0cA9F86894A98F49e21B,3398838689000000000000
0x27259b0F4209e76f8C6Cf27106C9FF83BdC2E831,2456685459000000000000
0x279be517145a7B0990e55bA3e0A380c6D7a04aD9,5420576672000000000000
0x27A0D28bd92c717D546C2D768038Fea7b77C23B4,3175982415000000000000
0x27c1B8280B9b22bfE1BcF41D495Fe0496906cC46,4029023662000000000000
0x280F6e573FEa697Cfe6eCF43446EE18ce7eee147,3504677243000000000000
0x281e5968542A8F0a74EF2c7286313Aa9AAcC7aA7,1877908340000000000000
0x28205272c82d3ada7CC661e6eCCb4Aa53E438D32,646219088100000000000
0x2832760aB88d16dA6F36493369e67581B456c7Fd,328610392100000000000
0x288A4e70Eba5d4f92e28F8CCc561E9fC947304A1,8447881374000000000000
0x28b70156ac20092a961c04AcEEAd0De2e57AEd89,2065713121000000000000
0x28f1DD1c0322Ab37FC92445c80CDE829ad69A2aD,428113314000000000000
0x293E5Bc2a68027635A84DF9966Ea2f487906F5F3,3453881051000000000000
0x2988D030b060EC8C226Eebad66682e5b0c717424,8249549265000000000000
0x298C8bD6c970Eed9d7b97b51E56F77C13f8B5896,1744312600000000000000
0x29Bdb1B1d9c6Ef658724Ac9F4d8C1a7645F5787B,1717080126000000000000
0x29F9Ce9e7518b1CaBB6EA4992085F55b7B9f02da,589435938700000000000
0x29ab00cCf1AeDb576773D8846cd9CF8e14b28fa0,1060298100000000000000
0x29ccC63EdE1a0ad108Be56ECE9aD76BC3d0d64cB,609780296000000000000
0x29f15ab7deFF7C1aCC7b67363cd56ce22864C3A9,1667294768000000000000
0x29ff2a32A2405d599d70c8d7a814DE0C9c5023a1,1324392178000000000000
0x2A3Da5f42b8bD71f061A9dACbc1ce679adfFBdC8,1924030709000000000000
0x2A7Fe914E790aceC5E7D363640F42BE34A4088D8,1984913000000000000000
0x2AF67664C3FEa578fD6566542E5E4781194B99f8,1628415336000000000000
0x2B860C0fB87798Bd153Dc3c3C5c9c49B082Fb2f9,3787853086000000000000
0x2B9F043c010b3241BA047A8c9047a49B5D429B7D,920599676200000000000
0x2BC1bc2462fFc588ee7b80B0F822083e9973071A,1172647337000000000000
0x2BCf3DC34e616f01573a4d6C55b5D3a3921F243b,849073424500000000000
0x2C0f7f7dec1b0158d871864cdF8fc2A31CCBDD07,2835930347000000000000
0x2C412a870AD2e2801018E57c8967f2CfDE01c9Bd,661650864300000000000
0x2C548219B2C031320D281734F83727D58f7124A5,1978345817000000000000
0x2C72aA64B3D2cB8cb5430F36A4700d22953f7549,7172021711000000000000
0x2Ce2ac2d9f9A66265ec2e191F490D868f8A69BaF,2345009348000000000000
0x2D21c492351e8400FeADdcEE68841f4eBB82C566,3732455359000000000000
0x2D3C27Ffd4Dd6d49b7cD7EC826987B122f133181,3944387777000000000000
0x2D5CF21010b3F43a793eB4115A12aEd80Fd3624a,875937032900000000000
0x2D674857986b5c052ca1CB07B1D2ebF304e2ac5c,1218553715000000000000
0x2E8fd6E454E913AD25A924592A550F5a62681efe,1336369925000000000000
0x2E94735359BcaE1ff8a510E58c5eCD4d96e6d972,2648906754000000000000
0x2EdE1Eb7075eE398Eb52FD878c8D467D41fBd0F2,2886856852000000000000
0x2FA5fCC93Ac9B373EF0065708330f7Cac493fEa7,8144799858000000000000
0x2FEB12B34a09Cac2a518e51E4044A46800eE8cA7,7247221492000000000000
0x2Fb0e475F6D495DFdfd9176aF9113f48F7687565,3385623803000000000000
0x2aCEb950108c82dF3fe8DDF543e61822233BDDe0,1623029917000000000000
0x2b44d9764fbbd2B07fbc48212aee4Da331806062,1539097457000000000000
